,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
6332,manual,few,large,1990,17.0,22.0,2.5584
6333,manual,few,large,1990,17.0,22.0,2.3452
6334,lock-up,few,large,1990,17.0,21.0,2.3452
6335,manual,few,large,1990,21.0,25.0,2.3944
6336,lock-up,few,large,1990,19.0,24.0,2.3944
6337,lock-up,medium,large,1990,16.0,22.0,2.9684
6338,manual,medium,large,1990,17.0,21.0,2.9684
6339,lock-up,medium,large,1990,15.0,19.0,4.0016
6340,lock-up,medium,large,1990,15.0,20.0,2.9356
6341,manual,medium,large,1990,16.0,20.0,2.9356
6342,manual,few,large,1990,18.0,23.0,2.296
6343,lock-up,few,midsize,1990,21.0,29.0,2.1976
6344,manual,few,midsize,1990,22.0,33.0,2.1976
6345,lock-up,medium,midsize,1990,18.0,25.0,3.1324
6346,manual,medium,midsize,1990,17.0,26.0,3.1324
6347,lock-up,few,midsize,1990,23.0,26.0,1.476
6348,manual,few,midsize,1990,24.0,31.0,1.476
6349,manual,few,midsize,1990,21.0,26.0,2.0008
6350,lock-up,few,midsize,1990,19.0,21.0,2.0008
6351,auto,few,midsize,1990,23.0,29.0,1.8532
6352,manual,few,midsize,1990,23.0,33.0,1.8532
6353,manual,few,midsize,1990,26.0,31.0,1.4924
6354,lock-up,few,midsize,1990,21.0,24.0,1.5908
6355,manual,few,midsize,1990,21.0,24.0,1.5908
6356,lock-up,few,midsize,1990,24.0,29.0,1.4924
6357,lock-up,few,midsize,1990,23.0,26.0,1.476
6358,manual,few,midsize,1990,24.0,31.0,1.476
6359,lock-up,few,midsize,1990,19.0,21.0,2.0008
6360,lock-up,few,midsize,1990,23.0,27.0,1.6072
6361,manual,few,midsize,1990,23.0,33.0,1.6072
6362,lock-up,few,midsize,1990,19.0,21.0,2.0008
6363,manual,few,midsize,1990,21.0,26.0,2.0008
6364,lock-up,few,midsize,1990,23.0,26.0,1.476
6365,manual,few,midsize,1990,24.0,31.0,1.476
6366,manual,few,midsize,1990,22.0,27.0,1.7876
6367,lock-up,few,midsize,1990,18.0,24.0,1.7876
6368,lock-up,few,midsize,1990,21.0,24.0,1.7876
6369,auto,few,midsize,1990,19.0,22.0,1.7876
6370,lock-up,few,midsize,1990,18.0,23.0,2.214
6371,manual,few,midsize,1990,18.0,24.0,2.214
6372,lock-up,few,midsize,1990,18.0,26.0,2.214
6373,manual,few,midsize,1990,19.0,26.0,2.214
6374,manual,few,midsize,1990,19.0,26.0,1.5908
6375,lock-up,few,midsize,1990,21.0,26.0,1.5908
6376,lock-up,medium,midsize,1990,17.0,23.0,2.5092
6377,manual,few,midsize,1990,24.0,30.0,1.5908
6378,lock-up,few,midsize,1990,23.0,26.0,1.5908
6379,lock-up,few,midsize,1990,22.0,29.0,2.0008
6380,manual,few,midsize,1990,22.0,27.0,1.7876
6381,manual,medium,large,1990,11.0,13.0,5.74
6382,auto,medium,large,1990,16.0,20.0,4.2968
6383,manual,medium,large,1990,16.0,19.0,4.2968
6384,manual,medium,large,1990,16.0,22.0,4.2968
6385,auto,medium,large,1990,14.0,15.0,5.002
6386,lock-up,medium,large,1990,14.0,19.0,5.002
6387,manual,medium,large,1990,14.0,19.0,5.002
6388,lock-up,medium,large,1990,14.0,17.0,5.74
6389,manual,medium,large,1990,11.0,17.0,5.74
6390,lock-up,medium,large,1990,16.0,21.0,6.2156
6391,manual,medium,large,1990,17.0,20.0,6.2156
6392,auto,medium,large,1990,9.0,10.0,7.4456
6393,auto,medium,large,1990,15.0,16.0,4.2968
6394,manual,medium,large,1990,15.0,17.0,4.2968
6395,manual,medium,large,1990,15.0,22.0,4.2968
6396,auto,medium,large,1990,13.0,14.0,5.002
6397,lock-up,medium,large,1990,14.0,17.0,5.002
6398,manual,medium,large,1990,14.0,17.0,5.002
6399,lock-up,medium,large,1990,11.0,16.0,5.74
6400,manual,medium,large,1990,11.0,13.0,5.74
6401,manual,medium,large,1990,11.0,17.0,5.74
6402,lock-up,medium,large,1990,15.0,20.0,6.2156
6403,manual,medium,large,1990,16.0,19.0,6.2156
6404,manual,medium,large,1990,13.0,16.0,3.9196
6405,auto,medium,large,1990,11.0,14.0,5.2152
6406,lock-up,medium,large,1990,11.0,16.0,5.2152
6407,manual,medium,large,1990,11.0,13.0,5.2152
6408,auto,medium,large,1990,10.0,12.0,5.904
6409,manual,medium,large,1990,9.0,13.0,5.904
6410,manual,medium,large,1990,11.0,15.0,5.2152
6411,auto,medium,large,1990,11.0,13.0,5.904
6412,manual,medium,large,1990,13.0,17.0,5.2152
6413,manual,medium,large,1990,9.0,13.0,5.904
6414,lock-up,medium,large,1990,14.0,16.0,3.9196
6415,lock-up,medium,large,1990,11.0,15.0,5.2152
6416,lock-up,medium,large,1990,11.0,16.0,5.2152
6417,manual,medium,large,1990,11.0,17.0,3.9196
6418,auto,medium,large,1990,11.0,15.0,5.2152
6419,manual,few,large,1990,18.0,26.0,2.4928
6420,lock-up,medium,large,1990,15.0,20.0,3.9196
6421,manual,medium,large,1990,15.0,20.0,3.9196
6422,lock-up,medium,large,1990,14.0,16.0,3.9196
6423,lock-up,medium,large,1990,15.0,20.0,3.9196
6424,manual,medium,large,1990,14.0,17.0,3.9196
6425,lock-up,medium,large,1990,14.0,17.0,4.92
6426,manual,medium,large,1990,15.0,16.0,4.92
6427,manual,medium,large,1990,14.0,17.0,4.92
6428,manual,medium,large,1990,14.0,17.0,4.92
6429,lock-up,medium,large,1990,13.0,17.0,4.9528
6430,auto,medium,large,1990,13.0,14.0,4.92
6431,lock-up,medium,large,1990,11.0,15.0,5.7564
6432,lock-up,medium,large,1990,13.0,17.0,4.9528
6433,lock-up,medium,large,1990,14.0,19.0,4.92
6434,manual,medium,large,1990,15.0,17.0,4.92
6435,manual,medium,large,1990,15.0,19.0,4.92
6436,auto,medium,large,1990,13.0,15.0,4.92
6437,manual,medium,large,1990,13.0,14.0,4.9528
6438,manual,medium,large,1990,13.0,17.0,4.9528
6439,manual,medium,large,1990,13.0,14.0,4.9528
6440,manual,medium,large,1990,13.0,17.0,4.9528
6441,lock-up,medium,large,1990,10.0,14.0,5.7564
6442,auto,medium,large,1990,11.0,14.0,4.9528
6443,lock-up,medium,large,1990,13.0,17.0,4.9528
6444,lock-up,medium,large,1990,13.0,17.0,4.9528
6445,manual,medium,large,1990,14.0,17.0,5.002
6446,manual,medium,large,1990,15.0,17.0,4.2968
6447,manual,medium,large,1990,11.0,13.0,5.74
6448,auto,medium,large,1990,15.0,16.0,4.2968
6449,manual,medium,large,1990,14.0,19.0,5.002
6450,manual,medium,large,1990,11.0,17.0,5.74
6451,lock-up,medium,large,1990,15.0,20.0,6.2156
6452,manual,medium,large,1990,16.0,19.0,6.2156
6453,manual,medium,large,1990,15.0,22.0,4.2968
6454,auto,medium,large,1990,13.0,14.0,5.002
6455,lock-up,medium,large,1990,14.0,17.0,5.002
6456,lock-up,medium,large,1990,11.0,16.0,5.74
6457,manual,medium,large,1990,17.0,20.0,6.2156
6458,lock-up,medium,large,1990,14.0,17.0,5.74
6459,manual,medium,large,1990,11.0,13.0,5.74
6460,manual,medium,large,1990,16.0,19.0,4.2968
6461,manual,medium,large,1990,11.0,17.0,5.74
6462,auto,medium,large,1990,16.0,20.0,4.2968
6463,lock-up,medium,large,1990,16.0,21.0,6.2156
6464,lock-up,medium,large,1990,14.0,19.0,5.002
6465,manual,medium,large,1990,16.0,22.0,4.2968
6466,auto,medium,large,1990,14.0,15.0,5.002
6467,manual,few,large,1990,16.0,20.0,2.5584
6468,manual,few,large,1990,18.0,23.0,2.46
6469,manual,few,large,1990,18.0,22.0,2.46
6470,manual,few,large,1990,17.0,22.0,2.46
6471,lock-up,medium,large,1990,15.0,20.0,3.9688
6472,manual,medium,large,1990,15.0,21.0,3.9688
6473,manual,few,large,1990,19.0,23.0,2.46
6474,lock-up,few,large,1990,16.0,22.0,2.46
6475,manual,few,large,1990,18.0,24.0,2.1812
6476,lock-up,few,large,1990,18.0,24.0,2.1812
6477,manual,few,large,1990,21.0,24.0,2.1812
6478,manual,few,large,1990,18.0,23.0,2.1812
6479,lock-up,few,large,1990,18.0,23.0,2.1812
6480,lock-up,few,large,1990,17.0,22.0,2.6076
6481,manual,few,large,1990,17.0,21.0,2.6076
6482,manual,few,large,1990,18.0,21.0,2.3616
6483,manual,few,large,1990,19.0,24.0,2.3616
6484,lock-up,medium,large,1990,16.0,22.0,2.952
6485,manual,few,large,1990,18.0,23.0,2.3616
6486,auto,few,large,1990,21.0,22.0,2.3616
6487,manual,few,large,1990,21.0,26.0,2.3616
6488,manual,medium,large,1990,17.0,22.0,2.952
6489,lock-up,medium,large,1990,16.0,22.0,2.952
6490,manual,medium,large,1990,17.0,22.0,2.952
6491,manual,medium,large,1990,11.0,13.0,5.74
6492,manual,medium,large,1990,11.0,15.0,5.74
6493,lock-up,medium,large,1990,15.0,19.0,4.2968
6494,manual,medium,large,1990,14.0,16.0,4.2968
6495,manual,medium,large,1990,15.0,19.0,4.2968
6496,auto,medium,large,1990,11.0,13.0,5.002
6497,lock-up,medium,large,1990,13.0,16.0,5.002
6498,manual,medium,large,1990,13.0,17.0,5.002
6499,lock-up,medium,large,1990,11.0,15.0,5.74
6500,lock-up,medium,large,1990,15.0,20.0,6.2156
6501,manual,medium,large,1990,15.0,17.0,6.2156
6502,lock-up,medium,large,1990,15.0,20.0,4.2968
6503,manual,medium,large,1990,15.0,19.0,4.2968
6504,manual,medium,large,1990,15.0,17.0,6.2156
6505,auto,medium,large,1990,14.0,16.0,4.2968
6506,auto,medium,large,1990,15.0,16.0,4.2968
6507,lock-up,medium,large,1990,15.0,20.0,6.2156
6508,lock-up,medium,large,1990,15.0,19.0,4.2968
6509,manual,medium,large,1990,14.0,16.0,4.2968
6510,manual,medium,large,1990,15.0,19.0,4.2968
6511,auto,medium,large,1990,11.0,14.0,5.002
6512,lock-up,medium,large,1990,13.0,17.0,5.002
6513,manual,medium,large,1990,13.0,17.0,5.002
6514,lock-up,medium,large,1990,11.0,16.0,5.74
6515,manual,medium,large,1990,11.0,13.0,5.74
6516,manual,medium,large,1990,11.0,16.0,5.74
6517,manual,medium,large,1990,9.0,13.0,5.904
6518,auto,medium,large,1990,10.0,13.0,5.2152
6519,lock-up,medium,large,1990,14.0,19.0,3.9196
6520,lock-up,few,large,1990,16.0,19.0,2.3452
6521,manual,few,large,1990,17.0,20.0,2.3452
6522,lock-up,medium,large,1990,15.0,19.0,2.9684
6523,manual,medium,large,1990,15.0,20.0,2.9684
6524,auto,medium,large,1990,13.0,14.0,3.9196
6525,manual,medium,large,1990,11.0,15.0,3.9196
6526,manual,medium,large,1990,11.0,14.0,5.2152
6527,auto,medium,large,1990,10.0,12.0,5.904
6528,manual,medium,large,1990,9.0,13.0,5.904
6529,manual,medium,large,1990,14.0,17.0,3.9196
6530,auto,medium,large,1990,11.0,13.0,5.2152
6531,manual,medium,large,1990,11.0,14.0,5.2152
6532,auto,medium,large,1990,10.0,12.0,5.904
6533,lock-up,medium,large,1990,10.0,14.0,5.7564
6534,lock-up,medium,large,1990,10.0,15.0,5.7564
6535,manual,medium,large,1990,13.0,16.0,4.92
6536,lock-up,medium,large,1990,11.0,16.0,4.9528
6537,manual,medium,large,1990,11.0,15.0,4.9528
6538,manual,medium,large,1990,11.0,13.0,4.9528
6539,auto,medium,large,1990,13.0,15.0,4.92
6540,lock-up,medium,large,1990,13.0,17.0,4.92
6541,manual,medium,large,1990,11.0,15.0,4.9528
6542,lock-up,medium,large,1990,11.0,16.0,4.9528
6543,manual,medium,large,1990,15.0,16.0,4.92
6544,manual,medium,large,1990,14.0,17.0,4.92
6545,lock-up,medium,large,1990,11.0,16.0,4.9528
6546,lock-up,medium,large,1990,11.0,16.0,4.9528
6547,manual,medium,large,1990,11.0,14.0,4.9528
6548,auto,medium,large,1990,11.0,12.0,4.9528
6549,lock-up,medium,large,1990,15.0,19.0,4.2968
6550,manual,medium,large,1990,11.0,13.0,5.74
6551,lock-up,medium,large,1990,11.0,16.0,5.74
6552,auto,medium,large,1990,11.0,14.0,5.002
6553,manual,medium,large,1990,15.0,17.0,6.2156
6554,lock-up,medium,large,1990,15.0,20.0,6.2156
6555,auto,medium,large,1990,15.0,16.0,4.2968
6556,manual,medium,large,1990,14.0,16.0,4.2968
6557,manual,medium,large,1990,15.0,19.0,4.2968
6558,manual,medium,large,1990,13.0,17.0,5.002
6559,auto,medium,large,1990,14.0,16.0,4.2968
6560,lock-up,medium,large,1990,15.0,19.0,4.2968
6561,lock-up,medium,large,1990,13.0,17.0,5.002
6562,manual,medium,large,1990,11.0,16.0,5.74
6563,manual,medium,large,1990,14.0,16.0,4.2968
6564,lock-up,medium,large,1990,13.0,16.0,5.002
6565,manual,medium,large,1990,13.0,17.0,5.002
6566,manual,medium,large,1990,15.0,19.0,4.2968
6567,auto,medium,large,1990,11.0,13.0,5.002
6568,manual,medium,large,1990,11.0,13.0,5.74
6569,manual,medium,large,1990,11.0,15.0,5.74
6570,lock-up,medium,large,1990,11.0,15.0,5.74
6571,lock-up,medium,large,1990,15.0,20.0,6.2156
6572,lock-up,medium,large,1990,15.0,20.0,4.2968
6573,manual,medium,large,1990,15.0,19.0,4.2968
6574,manual,medium,large,1990,15.0,17.0,6.2156
6575,manual,few,large,1990,15.0,17.0,2.5584
6576,manual,medium,large,1990,15.0,20.0,3.9688
6577,lock-up,medium,large,1990,15.0,19.0,3.9688
6578,manual,few,large,1990,18.0,22.0,2.46
6579,manual,few,large,1990,18.0,22.0,2.46
6580,lock-up,few,large,1990,16.0,21.0,2.46
6581,manual,few,large,1990,18.0,22.0,2.46
6582,manual,few,large,1990,17.0,22.0,2.46
6583,lock-up,few,large,1990,15.0,19.0,2.6076
6584,manual,few,large,1990,16.0,19.0,2.6076
6585,manual,few,large,1990,17.0,20.0,2.3452
6586,manual,medium,large,1990,15.0,20.0,2.9684
6587,lock-up,few,large,1990,16.0,19.0,2.3452
6588,manual,few,large,1990,17.0,20.0,2.3944
6589,lock-up,medium,large,1990,15.0,17.0,2.9684
6590,manual,medium,large,1990,14.0,17.0,2.9684
6591,lock-up,few,large,1990,16.0,19.0,2.3616
6592,manual,few,large,1990,17.0,20.0,2.3616
6593,lock-up,medium,large,1990,14.0,19.0,2.952
6594,manual,medium,large,1990,15.0,17.0,2.952
6595,lock-up,few,small,1990,21.0,25.0,1.8368
6596,manual,few,small,1990,21.0,26.0,1.8368
6597,auto,medium,small,1990,17.0,20.0,2.3124
6598,manual,medium,small,1990,18.0,24.0,2.3124
6599,manual,medium,small,1990,16.0,22.0,2.3124
6600,manual,medium,small,1990,16.0,22.0,2.3124
6601,auto,few,small,1990,21.0,25.0,1.9844
6602,manual,few,small,1990,19.0,27.0,1.9844
6603,manual,medium,small,1990,16.0,22.0,2.3124
6604,lock-up,medium,small,1990,16.0,21.0,2.4928
6605,manual,medium,small,1990,16.0,23.0,2.4928
6606,lock-up,medium,small,1990,16.0,20.0,2.4928
6607,manual,medium,small,1990,16.0,21.0,2.4928
6608,lock-up,medium,small,1990,17.0,20.0,2.4928
6609,manual,medium,small,1990,15.0,21.0,2.4928
6610,manual,few,small,1990,15.0,26.0,2.296
6611,manual,medium,small,1990,15.0,24.0,3.0996
6612,lock-up,medium,small,1990,16.0,25.0,3.1324
6613,lock-up,medium,small,1990,15.0,22.0,5.002
6614,lock-up,medium,small,1990,15.0,24.0,5.002
6615,manual,medium,small,1990,15.0,24.0,5.002
6616,manual,medium,small,1990,15.0,23.0,5.002
6617,auto,few,small,1990,32.0,35.0,1.0004
6618,lock-up,medium,small,1990,15.0,22.0,5.74
6619,manual,few,small,1990,38.0,45.0,1.0004
6620,manual,few,small,1990,31.0,38.0,1.0004
6621,lock-up,medium,small,1990,17.0,24.0,2.9684
6622,manual,medium,small,1990,17.0,25.0,2.9684
6623,manual,few,small,1990,18.0,26.0,2.214
6624,auto,few,small,1990,17.0,21.0,2.4928
6625,lock-up,few,small,1990,19.0,25.0,2.4928
6626,manual,few,small,1990,32.0,38.0,1.0004
6627,auto,few,small,1990,26.0,31.0,1.2956
6628,manual,few,small,1990,30.0,35.0,1.2956
6629,lock-up,few,small,1990,21.0,26.0,1.5908
6630,manual,few,small,1990,21.0,26.0,1.5908
6631,manual,few,small,1990,18.0,26.0,2.214
6632,auto,few,small,1990,17.0,21.0,2.4928
6633,lock-up,few,small,1990,19.0,25.0,2.4928
6634,manual,few,small,1990,18.0,26.0,2.4928
6635,manual,few,small,1990,21.0,29.0,2.4928
6636,lock-up,few,small,1990,23.0,26.0,1.476
6637,manual,few,small,1990,26.0,33.0,1.476
6638,manual,few,small,1990,24.0,31.0,1.476
6639,lock-up,medium,small,1990,17.0,24.0,2.9684
6640,manual,medium,small,1990,17.0,25.0,2.9684
6641,lock-up,few,small,1990,22.0,27.0,2.214
6642,manual,few,small,1990,22.0,31.0,2.214
6643,lock-up,few,small,1990,19.0,25.0,2.0008
6644,manual,few,small,1990,19.0,26.0,2.0008
6645,manual,few,small,1990,19.0,26.0,2.0008
6646,manual,few,small,1990,18.0,23.0,2.0008
6647,manual,medium,small,1990,11.0,16.0,3.4112
6648,auto,few,small,1990,26.0,30.0,1.3284
6649,manual,few,small,1990,30.0,37.0,1.3284
6650,lock-up,few,small,1990,18.0,25.0,2.296
6651,manual,few,small,1990,21.0,26.0,2.296
6652,lock-up,medium,small,1990,15.0,23.0,4.9528
6653,manual,medium,small,1990,15.0,22.0,4.9528
6654,auto,few,small,1990,31.0,36.0,1.0004
6655,manual,few,small,1990,38.0,45.0,1.0004
6656,auto,few,small,1990,31.0,35.0,1.0004
6657,manual,few,small,1990,38.0,45.0,1.0004
6658,manual,few,small,1990,43.0,51.0,1.0004
6659,lock-up,few,small,1990,22.0,26.0,1.5908
6660,lock-up,few,small,1990,21.0,27.0,1.5908
6661,manual,few,small,1990,24.0,31.0,1.5908
6662,manual,few,small,1990,22.0,29.0,1.5908
6663,auto,few,small,1990,22.0,29.0,1.5908
6664,lock-up,few,small,1990,21.0,29.0,1.5908
6665,manual,few,small,1990,26.0,33.0,1.5908
6666,manual,few,small,1990,23.0,31.0,1.5908
6667,lock-up,few,small,1990,24.0,30.0,1.4924
6668,manual,few,small,1990,28.0,33.0,1.4924
6669,manual,few,small,1990,26.0,31.0,1.4924
6670,lock-up,few,small,1990,22.0,26.0,1.5908
6671,manual,few,small,1990,24.0,29.0,1.5908
6672,lock-up,few,small,1990,18.0,24.0,1.9516
6673,manual,few,small,1990,19.0,25.0,1.9516
6674,lock-up,few,small,1990,19.0,25.0,1.9516
6675,manual,few,small,1990,21.0,25.0,1.9516
6676,lock-up,few,small,1990,18.0,23.0,2.05
6677,manual,few,small,1990,19.0,24.0,2.05
6678,manual,few,small,1990,25.0,30.0,1.476
6679,manual,few,small,1990,25.0,33.0,1.476
6680,lock-up,few,small,1990,24.0,29.0,1.476
6681,manual,few,small,1990,25.0,30.0,1.476
6682,manual,few,small,1990,25.0,33.0,1.476
6683,lock-up,few,small,1990,24.0,29.0,1.476
6684,lock-up,medium,small,1990,17.0,23.0,2.9684
6685,lock-up,few,small,1990,21.0,29.0,1.5908
6686,manual,few,small,1990,19.0,26.0,1.5908
6687,manual,few,small,1990,23.0,31.0,1.5908
6688,auto,many,small,1990,11.0,17.0,5.3464
6689,lock-up,medium,small,1990,14.0,17.0,2.7880000000000003
6690,manual,medium,small,1990,14.0,19.0,2.7880000000000003
6691,auto,medium,small,1990,17.0,21.0,2.6076
6692,manual,medium,small,1990,17.0,25.0,2.6076
6693,auto,medium,small,1990,15.0,20.0,2.9684
6694,manual,few,small,1990,19.0,26.0,2.0008
6695,lock-up,few,small,1990,23.0,26.0,1.476
6696,manual,few,small,1990,26.0,33.0,1.476
6697,manual,few,small,1990,24.0,31.0,1.476
6698,lock-up,few,small,1990,21.0,26.0,1.5908
6699,manual,few,small,1990,18.0,23.0,2.0008
6700,manual,few,small,1990,19.0,26.0,2.0008
6701,manual,few,small,1990,21.0,26.0,1.5908
6702,manual,few,small,1990,21.0,29.0,1.7548
6703,lock-up,few,small,1990,19.0,25.0,2.0008
6704,lock-up,few,small,1990,21.0,27.0,1.7548
6705,lock-up,few,small,1990,22.0,29.0,1.6072
6706,manual,few,small,1990,23.0,31.0,1.6072
6707,lock-up,few,small,1990,18.0,26.0,1.804
6708,manual,few,small,1990,21.0,27.0,1.804
6709,lock-up,few,small,1990,23.0,29.0,1.6072
6710,manual,few,small,1990,25.0,33.0,1.6072
6711,manual,few,small,1990,24.0,33.0,1.6072
6712,lock-up,few,small,1990,23.0,27.0,1.6072
6713,manual,few,small,1990,24.0,33.0,1.6072
6714,lock-up,medium,small,1990,17.0,22.0,2.9684
6715,manual,medium,small,1990,16.0,22.0,2.9684
6716,manual,few,small,1990,19.0,26.0,2.0008
6717,lock-up,few,small,1990,19.0,25.0,2.0008
6718,manual,few,small,1990,21.0,29.0,1.7548
6719,manual,few,small,1990,19.0,26.0,2.0008
6720,lock-up,few,small,1990,21.0,26.0,1.5908
6721,manual,few,small,1990,21.0,26.0,1.5908
6722,lock-up,few,small,1990,22.0,27.0,2.214
6723,lock-up,few,small,1990,21.0,27.0,1.7548
6724,manual,few,small,1990,22.0,31.0,2.214
6725,lock-up,few,small,1990,23.0,26.0,1.476
6726,manual,few,small,1990,26.0,33.0,1.476
6727,manual,few,small,1990,24.0,31.0,1.476
6728,lock-up,medium,small,1990,16.0,25.0,3.1324
6729,manual,medium,small,1990,15.0,24.0,3.0996
6730,lock-up,medium,small,1990,15.0,22.0,5.002
6731,manual,medium,small,1990,15.0,23.0,5.002
6732,lock-up,medium,small,1990,15.0,22.0,5.74
6733,lock-up,medium,small,1990,15.0,24.0,5.002
6734,manual,medium,small,1990,15.0,24.0,5.002
6735,manual,few,small,1990,38.0,45.0,1.0004
6736,lock-up,few,small,1990,19.0,26.0,2.0008
6737,manual,few,small,1990,21.0,30.0,2.0008
6738,manual,few,small,1990,31.0,38.0,1.0004
6739,auto,few,small,1990,32.0,35.0,1.0004
6740,lock-up,few,small,1990,18.0,26.0,2.0008
6741,manual,few,small,1990,18.0,27.0,2.0008
6742,auto,medium,small,1990,9.0,12.0,6.7568
6743,auto,medium,small,1990,9.0,12.0,6.7568
6744,auto,few,small,1990,16.0,20.0,1.9844
6745,manual,few,small,1990,18.0,26.0,1.9844
6746,manual,medium,small,1990,13.0,20.0,4.9528
6747,manual,few,small,1990,28.0,33.0,1.1972
6748,lock-up,medium,small,1990,18.0,26.0,2.6732
6749,lock-up,few,small,1990,19.0,26.0,1.7876
6750,auto,few,small,1990,29.0,32.0,1.1972
6751,manual,few,small,1990,28.0,33.0,1.1972
6752,auto,few,small,1990,28.0,29.0,1.1972
6753,manual,few,small,1990,25.0,30.0,1.1972
6754,lock-up,few,small,1990,21.0,26.0,1.7876
6755,manual,few,small,1990,21.0,26.0,1.7876
6756,lock-up,medium,small,1990,17.0,23.0,2.6732
6757,manual,medium,small,1990,16.0,23.0,2.6732
6758,manual,few,small,1990,22.0,29.0,1.7876
6759,manual,few,small,1990,33.0,39.0,1.2956
6760,auto,few,small,1990,32.0,35.0,1.0004
6761,manual,few,small,1990,38.0,45.0,1.0004
6762,auto,few,small,1990,26.0,30.0,1.2956
6763,auto,few,small,1990,22.0,26.0,1.2956
6764,manual,few,small,1990,25.0,33.0,1.2956
6765,lock-up,few,small,1990,22.0,30.0,1.5908
6766,manual,few,small,1990,24.0,30.0,1.5908
6767,manual,few,small,1990,17.0,22.0,2.0008
6768,lock-up,few,small,1990,19.0,26.0,2.1648
6769,lock-up,few,small,1990,21.0,29.0,2.1648
6770,manual,few,small,1990,21.0,26.0,2.1648
6771,lock-up,few,small,1990,23.0,26.0,1.5908
6772,lock-up,few,small,1990,21.0,26.0,1.5908
6773,lock-up,few,small,1990,22.0,30.0,1.5908
6774,manual,few,small,1990,19.0,26.0,1.5908
6775,manual,few,small,1990,24.0,30.0,1.5908
6776,manual,few,small,1990,22.0,29.0,1.5908
6777,lock-up,medium,small,1990,16.0,21.0,2.952
6778,lock-up,medium,small,1990,16.0,21.0,2.952
6779,manual,medium,small,1990,16.0,21.0,2.952
6780,manual,medium,small,1990,15.0,20.0,2.952
6781,lock-up,few,small,1990,25.0,29.0,1.4596
6782,manual,few,small,1990,26.0,33.0,1.4596
6783,manual,few,small,1990,26.0,33.0,1.4596
6784,lock-up,few,small,1990,23.0,29.0,1.4596
6785,manual,few,small,1990,18.0,26.0,1.7876
6786,manual,few,small,1990,22.0,27.0,1.7876
6787,manual,few,small,1990,21.0,26.0,1.7876
6788,manual,few,small,1990,23.0,29.0,1.2956
6789,manual,few,small,1990,21.0,27.0,1.9680000000000002
6790,lock-up,medium,small,1990,16.0,25.0,3.7884
6791,lock-up,medium,small,1990,14.0,20.0,4.4772
6792,manual,medium,small,1990,13.0,20.0,5.74
6793,manual,medium,small,1990,15.0,23.0,5.7236
6794,lock-up,medium,small,1990,15.0,22.0,5.74
6795,manual,medium,small,1990,15.0,23.0,5.74
6796,manual,few,small,1990,16.0,23.0,2.214
6797,lock-up,medium,small,1990,15.0,22.0,2.9684
6798,manual,few,small,1990,18.0,25.0,2.214
6799,manual,medium,small,1990,17.0,24.0,5.74
6800,manual,medium,small,1990,11.0,16.0,2.9356
6801,manual,many,small,1990,9.0,14.0,4.9528
6802,manual,medium,small,1990,11.0,17.0,3.4112
6803,lock-up,few,small,1990,25.0,32.0,1.4924
6804,manual,few,small,1990,28.0,32.0,1.4924
6805,manual,few,small,1990,24.0,30.0,1.5908
6806,manual,few,small,1990,40.0,47.0,1.4924
6807,manual,few,small,1990,36.0,44.0,1.4924
6808,auto,many,small,1990,11.0,16.0,5.3464
6809,manual,many,small,1990,6.0,10.0,5.166
6810,manual,many,small,1990,8.0,13.0,5.7072
6811,manual,few,small,1990,15.0,25.0,2.1812
6812,lock-up,medium,small,1990,14.0,17.0,2.7880000000000003
6813,manual,medium,small,1990,14.0,19.0,2.7880000000000003
6814,lock-up,medium,small,1990,14.0,17.0,2.7880000000000003
6815,manual,medium,small,1990,14.0,19.0,2.7880000000000003
6816,lock-up,few,small,1990,15.0,21.0,1.3119999999999998
6817,manual,few,small,1990,15.0,23.0,1.3119999999999998
6818,manual,few,small,1990,15.0,22.0,1.3119999999999998
6819,lock-up,few,small,1990,21.0,26.0,1.6072
6820,manual,few,small,1990,22.0,27.0,1.6072
6821,auto,medium,small,1990,15.0,20.0,2.9684
6822,manual,medium,small,1990,14.0,20.0,2.9684
6823,auto,medium,small,1990,13.0,17.0,4.9856
6824,manual,medium,small,1990,16.0,22.0,2.9684
6825,manual,medium,small,1990,16.0,22.0,2.9684
6826,lock-up,medium,small,1990,17.0,22.0,2.9684
6827,lock-up,medium,small,1990,16.0,22.0,2.9684
6828,lock-up,medium,large,1990,14.0,17.0,5.74
6829,lock-up,medium,large,1990,15.0,21.0,6.2156
6830,auto,medium,large,1990,13.0,14.0,5.002
6831,lock-up,medium,large,1990,14.0,19.0,5.002
6832,lock-up,medium,large,1990,15.0,20.0,4.2968
6833,auto,medium,large,1990,15.0,17.0,4.2968
6834,manual,few,large,1990,18.0,24.0,2.4764
6835,lock-up,few,large,1990,17.0,23.0,2.4764
6836,auto,medium,large,1990,13.0,13.0,4.2968
6837,lock-up,medium,large,1990,15.0,20.0,4.2968
6838,auto,medium,large,1990,14.0,17.0,3.9196
6839,auto,medium,large,1990,10.0,13.0,5.904
6840,lock-up,medium,large,1990,14.0,16.0,3.9196
6841,manual,medium,large,1990,11.0,17.0,3.9196
6842,auto,medium,large,1990,11.0,15.0,5.2152
6843,lock-up,medium,large,1990,11.0,15.0,5.2152
6844,lock-up,medium,large,1990,11.0,16.0,5.2152
6845,auto,medium,large,1990,11.0,13.0,5.904
