,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
6846,lock-up,medium,large,1990,14.0,16.0,3.9196
6847,auto,medium,large,1990,11.0,14.0,5.2152
6848,lock-up,medium,large,1990,11.0,16.0,5.2152
6849,lock-up,medium,large,1990,10.0,14.0,5.7564
6850,lock-up,medium,large,1990,15.0,21.0,2.9848
6851,manual,medium,large,1990,15.0,21.0,2.9848
6852,lock-up,medium,large,1990,15.0,19.0,4.0016
6853,auto,medium,large,1990,13.0,14.0,4.92
6854,lock-up,medium,large,1990,14.0,17.0,4.92
6855,lock-up,medium,large,1990,11.0,16.0,4.9528
6856,lock-up,medium,large,1990,15.0,20.0,4.0016
6857,lock-up,medium,large,1990,10.0,14.0,5.7564
6858,auto,medium,large,1990,13.0,14.0,4.92
6859,lock-up,medium,large,1990,13.0,16.0,4.92
6860,lock-up,medium,large,1990,11.0,15.0,4.9528
6861,lock-up,few,large,1990,17.0,23.0,2.4764
6862,lock-up,medium,large,1990,15.0,20.0,4.2968
6863,lock-up,medium,large,1990,14.0,19.0,5.002
6864,lock-up,medium,large,1990,14.0,17.0,5.74
6865,lock-up,medium,large,1990,15.0,21.0,6.2156
6866,auto,medium,large,1990,13.0,13.0,4.2968
6867,manual,few,large,1990,18.0,24.0,2.4764
6868,lock-up,medium,large,1990,15.0,20.0,4.2968
6869,auto,medium,large,1990,13.0,14.0,5.002
6870,auto,medium,large,1990,15.0,17.0,4.2968
6871,lock-up,few,large,1990,18.0,20.0,2.3452
6872,lock-up,medium,large,1990,15.0,19.0,4.2968
6873,lock-up,medium,large,1990,15.0,20.0,4.2968
6874,lock-up,medium,large,1990,14.0,19.0,4.2968
6875,lock-up,medium,large,1990,13.0,16.0,5.002
6876,lock-up,medium,large,1990,11.0,16.0,5.74
6877,lock-up,medium,large,1990,15.0,20.0,6.2156
6878,lock-up,medium,large,1990,11.0,17.0,5.74
6879,auto,medium,large,1990,14.0,16.0,3.9196
6880,lock-up,medium,large,1990,14.0,16.0,3.9196
6881,manual,medium,large,1990,11.0,16.0,3.9196
6882,auto,medium,large,1990,11.0,14.0,5.2152
6883,lock-up,medium,large,1990,11.0,15.0,5.2152
6884,auto,medium,large,1990,10.0,12.0,5.904
6885,auto,medium,large,1990,11.0,14.0,5.2152
6886,lock-up,medium,large,1990,11.0,16.0,5.2152
6887,auto,medium,large,1990,9.0,12.0,5.904
6888,lock-up,medium,large,1990,11.0,16.0,5.2152
6889,lock-up,medium,large,1990,15.0,19.0,4.0016
6890,lock-up,medium,large,1990,13.0,16.0,4.92
6891,lock-up,medium,large,1990,11.0,15.0,4.9528
6892,lock-up,medium,large,1990,10.0,14.0,5.7564
6893,manual,medium,large,1990,15.0,20.0,2.9848
6894,lock-up,medium,large,1990,15.0,20.0,4.0016
6895,lock-up,medium,large,1990,15.0,20.0,2.9848
6896,lock-up,medium,large,1990,11.0,17.0,5.74
6897,lock-up,medium,large,1990,15.0,19.0,4.2968
6898,lock-up,medium,large,1990,14.0,19.0,4.2968
6899,lock-up,medium,large,1990,13.0,16.0,5.002
6900,lock-up,medium,large,1990,11.0,16.0,5.74
6901,lock-up,medium,large,1990,15.0,20.0,6.2156
6902,lock-up,few,large,1990,16.0,20.0,2.3452
6903,lock-up,few,large,1990,15.0,19.0,2.3944
6904,manual,few,large,1990,16.0,20.0,2.3944
6905,manual,few,large,1990,16.0,17.0,2.1156
6906,auto,few,large,1990,15.0,17.0,2.1156
6907,manual,few,large,1990,15.0,15.0,2.1156
6908,lock-up,medium,small,1991,17.0,21.0,3.2144
6909,manual,medium,small,1991,16.0,24.0,3.2144
6910,lock-up,medium,small,1991,16.0,23.0,2.952
6911,manual,medium,small,1991,16.0,25.0,2.952
6912,manual,medium,small,1991,15.0,23.0,2.952
6913,manual,medium,small,1991,10.0,19.0,3.5424
6914,lock-up,medium,small,1991,15.0,23.0,2.4928
6915,manual,medium,small,1991,15.0,23.0,2.4928
6916,lock-up,medium,small,1991,15.0,20.0,3.4276
6917,manual,medium,small,1991,14.0,21.0,3.4276
6918,lock-up,few,small,1991,21.0,30.0,2.2632
6919,lock-up,few,small,1991,19.0,29.0,2.4764
6920,lock-up,medium,small,1991,17.0,24.0,3.3456
6921,lock-up,few,small,1991,21.0,29.0,2.1976
6922,manual,few,small,1991,21.0,30.0,2.1976
6923,manual,few,small,1991,21.0,30.0,2.2632
6924,lock-up,medium,small,1991,18.0,25.0,3.1324
6925,manual,medium,small,1991,17.0,26.0,3.1324
6926,lock-up,few,small,1991,21.0,26.0,2.4928
6927,lock-up,few,small,1991,17.0,22.0,2.4928
6928,manual,few,small,1991,18.0,25.0,2.4928
6929,lock-up,medium,small,1991,18.0,24.0,2.9684
6930,manual,medium,small,1991,17.0,26.0,2.9684
6931,lock-up,few,small,1991,21.0,25.0,2.214
6932,manual,few,small,1991,21.0,27.0,2.214
6933,lock-up,few,small,1991,21.0,26.0,2.4928
6934,lock-up,few,small,1991,17.0,21.0,2.4928
6935,manual,few,small,1991,21.0,31.0,2.4928
6936,manual,few,small,1991,18.0,24.0,2.4928
6937,lock-up,few,small,1991,24.0,29.0,1.476
6938,lock-up,few,small,1991,23.0,29.0,1.476
6939,manual,few,small,1991,26.0,33.0,1.476
6940,manual,few,small,1991,25.0,32.0,1.476
6941,lock-up,few,small,1991,21.0,27.0,1.8368
6942,manual,few,small,1991,23.0,29.0,1.8368
6943,lock-up,few,small,1991,22.0,30.0,1.8532
6944,manual,few,small,1991,25.0,33.0,1.8532
6945,manual,few,small,1991,26.0,37.0,1.8532
6946,lock-up,few,small,1991,17.0,23.0,2.1812
6947,lock-up,few,small,1991,18.0,26.0,2.1812
6948,manual,few,small,1991,21.0,29.0,2.1812
6949,manual,few,small,1991,18.0,25.0,2.1812
6950,lock-up,medium,small,1991,17.0,23.0,2.9848
6951,manual,medium,small,1991,17.0,24.0,2.9848
6952,auto,few,small,1991,19.0,24.0,2.296
6953,manual,few,small,1991,19.0,29.0,2.296
6954,manual,few,small,1991,18.0,26.0,2.296
6955,auto,few,small,1991,18.0,22.0,2.296
6956,lock-up,few,small,1991,19.0,26.0,2.1648
6957,manual,few,small,1991,21.0,26.0,2.1648
6958,lock-up,few,small,1991,24.0,29.0,1.476
6959,manual,few,small,1991,25.0,30.0,1.476
6960,manual,few,small,1991,25.0,33.0,1.476
6961,lock-up,medium,small,1991,15.0,17.0,2.4928
6962,lock-up,medium,small,1991,15.0,17.0,2.4928
6963,lock-up,medium,small,1991,15.0,17.0,2.4928
6964,lock-up,medium,small,1991,15.0,17.0,2.4928
6965,lock-up,few,small,1991,19.0,26.0,2.0008
6966,manual,few,small,1991,21.0,29.0,2.0008
6967,auto,few,small,1991,24.0,30.0,1.5908
6968,manual,few,small,1991,26.0,33.0,1.5908
6969,manual,few,small,1991,22.0,30.0,1.5908
6970,auto,few,small,1991,16.0,19.0,2.0008
6971,lock-up,medium,small,1991,15.0,20.0,3.9852
6972,manual,medium,small,1991,17.0,23.0,2.5092
6973,lock-up,medium,small,1991,16.0,22.0,2.5092
6974,manual,few,small,1991,23.0,29.0,1.8368
6975,auto,few,small,1991,19.0,24.0,2.296
6976,manual,few,small,1991,19.0,29.0,2.296
6977,manual,few,small,1991,18.0,26.0,2.296
6978,auto,few,small,1991,18.0,22.0,2.296
6979,lock-up,few,small,1991,21.0,27.0,1.8368
6980,lock-up,few,small,1991,22.0,30.0,1.8532
6981,manual,few,small,1991,25.0,33.0,1.8532
6982,manual,few,small,1991,18.0,24.0,2.0008
6983,manual,few,small,1991,18.0,24.0,2.0008
6984,lock-up,few,small,1991,18.0,24.0,1.8368
6985,manual,few,small,1991,21.0,26.0,1.8368
6986,lock-up,few,small,1991,23.0,30.0,1.6072
6987,manual,few,small,1991,25.0,33.0,1.6072
6988,lock-up,few,small,1991,21.0,29.0,1.8368
6989,lock-up,few,small,1991,21.0,26.0,1.8368
6990,manual,few,small,1991,24.0,33.0,1.8368
6991,manual,few,small,1991,22.0,27.0,1.8368
6992,auto,medium,small,1991,23.0,30.0,2.4928
6993,auto,medium,small,1991,16.0,21.0,2.9684
6994,auto,medium,small,1991,17.0,22.0,2.6076
6995,auto,medium,small,1991,15.0,20.0,2.9684
6996,auto,medium,small,1991,15.0,19.0,2.9684
6997,auto,medium,small,1991,19.0,23.0,3.444
6998,auto,medium,small,1991,13.0,16.0,5.5432
6999,lock-up,few,small,1991,18.0,25.0,2.0008
7000,lock-up,few,small,1991,18.0,24.0,2.0008
7001,lock-up,few,small,1991,17.0,21.0,2.0008
7002,manual,few,small,1991,17.0,23.0,2.0008
7003,manual,few,small,1991,19.0,26.0,2.0008
7004,manual,few,small,1991,18.0,25.0,2.0008
7005,manual,few,small,1991,18.0,21.0,2.0008
7006,manual,few,small,1991,19.0,26.0,2.3944
7007,lock-up,few,small,1991,18.0,25.0,2.3944
7008,lock-up,few,small,1991,21.0,30.0,2.2632
7009,manual,few,small,1991,21.0,30.0,2.2632
7010,manual,few,small,1991,17.0,26.0,2.2632
7011,lock-up,few,small,1991,19.0,29.0,2.4764
7012,manual,few,small,1991,19.0,31.0,2.4764
7013,lock-up,medium,small,1991,17.0,24.0,3.3456
7014,lock-up,few,small,1991,18.0,23.0,1.9024
7015,manual,few,small,1991,18.0,26.0,1.9024
7016,manual,few,small,1991,18.0,26.0,1.9024
7017,lock-up,few,small,1991,21.0,25.0,2.214
7018,manual,few,small,1991,21.0,27.0,2.214
7019,lock-up,few,small,1991,21.0,26.0,2.4928
7020,lock-up,few,small,1991,17.0,21.0,2.4928
7021,manual,few,small,1991,18.0,24.0,2.4928
7022,manual,few,small,1991,21.0,31.0,2.4928
7023,lock-up,few,small,1991,23.0,30.0,1.6072
7024,manual,few,small,1991,25.0,35.0,1.6072
7025,manual,few,small,1991,26.0,36.0,1.6072
7026,lock-up,few,small,1991,21.0,27.0,2.0008
7027,manual,few,small,1991,22.0,29.0,2.0008
7028,lock-up,few,small,1991,21.0,30.0,2.2632
7029,manual,few,small,1991,21.0,30.0,2.2632
7030,lock-up,few,small,1991,19.0,29.0,2.4764
7031,manual,few,small,1991,19.0,30.0,2.4764
7032,lock-up,medium,small,1991,16.0,20.0,2.6732
7033,manual,medium,small,1991,16.0,22.0,2.6732
7034,manual,few,small,1991,18.0,24.0,2.1156
7035,auto,few,small,1991,17.0,22.0,1.9844
7036,manual,few,small,1991,18.0,26.0,1.9844
7037,manual,few,small,1991,19.0,26.0,1.9844
7038,auto,few,small,1991,17.0,20.0,2.1156
7039,lock-up,few,small,1991,23.0,32.0,1.9024
7040,lock-up,few,small,1991,21.0,29.0,1.9024
7041,manual,few,small,1991,23.0,33.0,1.9024
7042,manual,few,small,1991,21.0,31.0,1.9024
7043,lock-up,few,small,1991,18.0,26.0,2.214
7044,manual,few,small,1991,19.0,26.0,2.214
7045,lock-up,few,small,1991,17.0,23.0,2.214
7046,lock-up,few,small,1991,18.0,24.0,2.214
7047,manual,few,small,1991,18.0,25.0,2.214
7048,lock-up,few,small,1991,16.0,22.0,2.214
7049,manual,few,small,1991,17.0,23.0,2.214
7050,lock-up,few,small,1991,21.0,24.0,1.7876
7051,manual,few,small,1991,22.0,29.0,1.7876
7052,lock-up,few,small,1991,21.0,27.0,2.0008
7053,lock-up,few,small,1991,18.0,22.0,2.0008
7054,lock-up,few,small,1991,21.0,29.0,2.0008
7055,manual,few,small,1991,23.0,31.0,2.0008
7056,lock-up,medium,small,1991,16.0,22.0,2.5092
7057,manual,medium,small,1991,17.0,23.0,2.5092
7058,lock-up,medium,small,1991,17.0,22.0,2.952
7059,auto,few,small,1991,21.0,26.0,1.7876
7060,manual,few,small,1991,22.0,29.0,1.7876
7061,manual,few,small,1991,19.0,26.0,1.9844
7062,manual,few,small,1991,31.0,39.0,1.5908
7063,manual,few,small,1991,31.0,36.0,1.5908
7064,auto,few,small,1991,21.0,26.0,1.7876
7065,manual,few,small,1991,22.0,29.0,1.7876
7066,manual,few,small,1991,19.0,26.0,1.9844
7067,auto,few,small,1991,17.0,20.0,2.3124
7068,auto,few,small,1991,18.0,23.0,2.3124
7069,manual,few,small,1991,18.0,26.0,2.3124
7070,auto,medium,small,1991,15.0,16.0,2.952
7071,manual,many,small,1991,8.0,13.0,4.9528
7072,lock-up,medium,large,1991,17.0,26.0,3.7884
7073,lock-up,medium,large,1991,16.0,25.0,3.7884
7074,lock-up,medium,large,1991,15.0,23.0,5.002
7075,lock-up,medium,large,1991,14.0,20.0,5.74
7076,lock-up,medium,large,1991,15.0,24.0,4.9036
7077,lock-up,medium,large,1991,15.0,24.0,5.002
7078,lock-up,medium,large,1991,13.0,19.0,5.74
7079,lock-up,medium,large,1991,16.0,24.0,3.2964
7080,lock-up,medium,large,1991,15.0,23.0,3.8048
7081,lock-up,medium,large,1991,16.0,25.0,2.9848
7082,lock-up,medium,large,1991,16.0,25.0,2.9848
7083,lock-up,medium,large,1991,15.0,22.0,4.9528
7084,lock-up,medium,large,1991,11.0,17.0,5.7564
7085,auto,medium,large,1991,15.0,16.0,2.9684
7086,lock-up,medium,large,1991,15.0,16.0,2.9684
7087,lock-up,medium,large,1991,15.0,22.0,3.7884
7088,lock-up,medium,large,1991,15.0,22.0,4.9528
7089,lock-up,medium,large,1991,15.0,21.0,4.6084
7090,auto,many,large,1991,11.0,15.0,4.9856
7091,auto,many,large,1991,11.0,15.0,4.9856
7092,lock-up,medium,large,1991,17.0,26.0,3.7884
7093,lock-up,medium,large,1991,16.0,25.0,3.7884
7094,lock-up,medium,large,1991,17.0,26.0,3.7884
7095,lock-up,few,large,1991,15.0,23.0,2.296
7096,manual,few,large,1991,17.0,23.0,2.296
7097,manual,few,large,1991,18.0,24.0,2.296
7098,lock-up,few,large,1991,15.0,22.0,2.296
7099,lock-up,medium,midsize,1991,15.0,23.0,5.002
7100,lock-up,medium,midsize,1991,15.0,23.0,5.002
7101,lock-up,medium,midsize,1991,15.0,22.0,4.9528
7102,lock-up,medium,midsize,1991,15.0,22.0,4.9528
7103,lock-up,medium,midsize,1991,15.0,23.0,5.002
7104,manual,medium,midsize,1991,16.0,22.0,2.3124
7105,auto,medium,midsize,1991,16.0,20.0,2.2304
7106,manual,medium,midsize,1991,16.0,22.0,2.2304
7107,lock-up,medium,midsize,1991,14.0,19.0,3.5588
7108,manual,medium,midsize,1991,13.0,19.0,3.5588
7109,lock-up,medium,midsize,1991,16.0,21.0,2.3124
7110,lock-up,medium,midsize,1991,15.0,20.0,3.4276
7111,manual,medium,midsize,1991,14.0,21.0,3.4276
7112,lock-up,medium,midsize,1991,15.0,20.0,3.4276
7113,lock-up,many,midsize,1991,11.0,17.0,4.9856
7114,lock-up,medium,midsize,1991,16.0,25.0,3.7884
7115,lock-up,medium,midsize,1991,17.0,26.0,3.7884
7116,lock-up,medium,midsize,1991,17.0,27.0,3.1324
7117,lock-up,medium,midsize,1991,17.0,27.0,3.3456
7118,lock-up,medium,midsize,1991,17.0,24.0,3.3456
7119,lock-up,few,midsize,1991,19.0,29.0,2.4764
7120,lock-up,medium,midsize,1991,15.0,24.0,4.9036
7121,lock-up,medium,midsize,1991,15.0,24.0,4.9036
7122,manual,few,midsize,1991,21.0,30.0,2.1976
7123,lock-up,medium,midsize,1991,18.0,25.0,3.1324
7124,manual,medium,midsize,1991,17.0,26.0,3.1324
7125,lock-up,few,midsize,1991,21.0,29.0,2.1976
7126,lock-up,few,midsize,1991,18.0,26.0,2.4764
7127,lock-up,medium,midsize,1991,17.0,25.0,3.1324
7128,lock-up,medium,midsize,1991,17.0,27.0,3.1324
7129,lock-up,medium,midsize,1991,15.0,24.0,3.3456
7130,manual,medium,midsize,1991,15.0,25.0,3.3456
7131,lock-up,medium,midsize,1991,17.0,24.0,3.2964
7132,manual,medium,midsize,1991,15.0,20.0,2.9848
7133,lock-up,few,midsize,1991,18.0,24.0,2.4928
7134,lock-up,medium,midsize,1991,18.0,24.0,2.9684
7135,manual,few,midsize,1991,21.0,31.0,2.4928
7136,lock-up,medium,midsize,1991,17.0,24.0,3.2964
7137,manual,few,midsize,1991,17.0,25.0,2.214
7138,lock-up,few,midsize,1991,21.0,25.0,2.4928
7139,lock-up,few,midsize,1991,17.0,22.0,2.4928
7140,manual,few,midsize,1991,18.0,25.0,2.4928
7141,lock-up,medium,midsize,1991,18.0,24.0,2.9684
7142,lock-up,medium,midsize,1991,18.0,26.0,3.0012
7143,manual,medium,midsize,1991,16.0,24.0,3.0012
7144,lock-up,medium,midsize,1991,16.0,26.0,3.7884
7145,lock-up,medium,midsize,1991,17.0,25.0,3.7884
7146,lock-up,medium,midsize,1991,15.0,21.0,3.7884
7147,manual,medium,midsize,1991,15.0,22.0,3.7884
7148,lock-up,medium,midsize,1991,16.0,22.0,4.9528
7149,lock-up,medium,midsize,1991,15.0,16.0,2.9684
7150,auto,medium,midsize,1991,11.0,15.0,3.4276
7151,manual,few,midsize,1991,18.0,26.0,2.3452
7152,auto,medium,midsize,1991,16.0,22.0,2.9684
7153,lock-up,few,midsize,1991,18.0,24.0,2.3452
7154,lock-up,medium,midsize,1991,15.0,17.0,2.4928
7155,lock-up,medium,midsize,1991,15.0,17.0,2.4928
7156,lock-up,medium,midsize,1991,15.0,20.0,4.4936
7157,lock-up,medium,midsize,1991,13.0,17.0,4.4936
7158,auto,medium,midsize,1991,11.0,17.0,3.4276
7159,auto,medium,midsize,1991,15.0,17.0,2.6076
7160,auto,medium,midsize,1991,15.0,16.0,2.9684
7161,auto,medium,midsize,1991,14.0,19.0,4.9528
7162,auto,few,midsize,1991,16.0,19.0,2.0008
7163,lock-up,medium,midsize,1991,11.0,15.0,4.1984
7164,lock-up,medium,midsize,1991,16.0,21.0,3.9688
7165,lock-up,medium,midsize,1991,17.0,25.0,3.7884
7166,lock-up,medium,midsize,1991,16.0,22.0,4.9528
7167,lock-up,medium,midsize,1991,15.0,22.0,4.9528
7168,lock-up,medium,midsize,1991,18.0,26.0,3.0012
7169,lock-up,medium,midsize,1991,16.0,26.0,3.7884
7170,lock-up,few,midsize,1991,17.0,23.0,2.1812
7171,lock-up,few,midsize,1991,19.0,26.0,2.1812
7172,manual,few,midsize,1991,18.0,26.0,2.1812
7173,manual,few,midsize,1991,21.0,29.0,2.1812
7174,lock-up,medium,midsize,1991,17.0,21.0,2.952
7175,lock-up,medium,midsize,1991,16.0,20.0,2.952
7176,auto,medium,midsize,1991,15.0,19.0,2.9684
7177,auto,medium,midsize,1991,19.0,23.0,3.444
7178,auto,medium,midsize,1991,14.0,17.0,4.1984
7179,auto,medium,midsize,1991,13.0,16.0,5.5432
7180,manual,medium,midsize,1991,18.0,24.0,2.9684
7181,lock-up,medium,midsize,1991,17.0,24.0,2.9684
7182,lock-up,few,midsize,1991,19.0,29.0,2.4764
7183,lock-up,medium,midsize,1991,17.0,24.0,3.3456
7184,lock-up,medium,midsize,1991,17.0,26.0,3.3456
7185,lock-up,few,midsize,1991,18.0,26.0,2.2632
7186,lock-up,medium,midsize,1991,17.0,27.0,3.1324
7187,lock-up,medium,midsize,1991,15.0,24.0,3.3456
7188,manual,medium,midsize,1991,15.0,25.0,3.3456
7189,lock-up,medium,midsize,1991,16.0,25.0,3.7884
7190,manual,few,midsize,1991,21.0,31.0,2.4928
7191,lock-up,few,midsize,1991,21.0,26.0,2.4928
7192,lock-up,medium,midsize,1991,18.0,24.0,2.9684
7193,lock-up,few,midsize,1991,18.0,26.0,2.2632
7194,lock-up,medium,midsize,1991,17.0,27.0,3.1324
7195,lock-up,medium,midsize,1991,15.0,24.0,3.3456
7196,manual,medium,midsize,1991,15.0,25.0,3.3456
7197,lock-up,few,midsize,1991,19.0,29.0,2.4764
7198,lock-up,medium,midsize,1991,18.0,25.0,3.1324
7199,lock-up,medium,midsize,1991,17.0,27.0,3.1324
7200,auto,medium,midsize,1991,9.0,12.0,6.7568
7201,auto,medium,midsize,1991,9.0,12.0,6.7568
7202,auto,medium,midsize,1991,9.0,12.0,6.7568
7203,lock-up,few,midsize,1991,18.0,26.0,1.9844
7204,manual,few,midsize,1991,18.0,27.0,1.9844
7205,auto,few,midsize,1991,17.0,20.0,2.3124
7206,lock-up,few,midsize,1991,18.0,24.0,2.3124
7207,manual,few,midsize,1991,18.0,24.0,2.3124
7208,manual,few,midsize,1991,19.0,26.0,2.3124
7209,lock-up,few,midsize,1991,16.0,21.0,2.3124
7210,auto,few,midsize,1991,17.0,20.0,2.3124
7211,auto,few,midsize,1991,17.0,20.0,2.3124
7212,manual,medium,midsize,1991,16.0,22.0,2.2304
7213,lock-up,few,midsize,1991,18.0,26.0,2.4764
7214,lock-up,medium,midsize,1991,17.0,23.0,3.3456
7215,lock-up,medium,midsize,1991,17.0,26.0,3.3456
7216,lock-up,medium,midsize,1991,18.0,26.0,3.0012
7217,lock-up,medium,midsize,1991,16.0,23.0,3.7884
7218,lock-up,medium,midsize,1991,16.0,23.0,3.7884
7219,lock-up,medium,midsize,1991,18.0,26.0,3.0012
7220,manual,few,midsize,1991,18.0,24.0,2.0008
7221,auto,medium,midsize,1991,15.0,20.0,2.9684
7222,auto,medium,midsize,1991,15.0,19.0,2.9684
7223,lock-up,few,midsize,1991,18.0,26.0,2.4764
7224,lock-up,medium,midsize,1991,17.0,23.0,3.3456
7225,lock-up,medium,midsize,1991,17.0,26.0,3.3456
7226,lock-up,few,midsize,1991,18.0,23.0,1.9024
7227,manual,few,midsize,1991,18.0,25.0,1.9024
7228,lock-up,few,midsize,1991,16.0,20.0,2.1484
7229,lock-up,few,midsize,1991,17.0,20.0,2.1648
7230,manual,few,midsize,1991,16.0,20.0,2.1648
7231,lock-up,few,midsize,1991,18.0,26.0,2.4764
7232,lock-up,medium,midsize,1991,17.0,27.0,3.1324
7233,lock-up,few,midsize,1991,18.0,26.0,1.9844
7234,manual,few,midsize,1991,18.0,27.0,1.9844
7235,manual,few,midsize,1991,19.0,26.0,2.3124
7236,auto,few,midsize,1991,17.0,20.0,2.3124
7237,lock-up,few,midsize,1991,18.0,24.0,2.3124
7238,manual,few,midsize,1991,18.0,24.0,2.3124
7239,manual,few,midsize,1991,19.0,26.0,2.3124
7240,lock-up,few,midsize,1991,16.0,21.0,2.3124
7241,auto,few,midsize,1991,17.0,20.0,2.3124
7242,auto,few,midsize,1991,17.0,20.0,2.3124
7243,auto,few,midsize,1991,18.0,23.0,2.3124
7244,auto,medium,midsize,1991,15.0,16.0,2.952
7245,lock-up,few,small,1991,21.0,25.0,1.5908
7246,manual,few,small,1991,21.0,26.0,1.5908
7247,manual,few,small,1991,22.0,29.0,1.5908
7248,lock-up,few,small,1991,18.0,25.0,2.3944
7249,manual,few,small,1991,19.0,26.0,2.3944
7250,lock-up,few,small,1991,23.0,33.0,1.6072
7251,manual,few,small,1991,24.0,35.0,1.6072
7252,lock-up,few,small,1991,21.0,26.0,2.0008
7253,manual,few,small,1991,21.0,29.0,2.0008
7254,manual,medium,small,1991,15.0,22.0,3.608
7255,manual,medium,small,1991,14.0,21.0,3.608
7256,manual,medium,small,1991,11.0,20.0,3.2964
7257,auto,medium,small,1991,14.0,17.0,4.9528
7258,manual,medium,small,1991,11.0,17.0,4.9528
7259,manual,few,small,1991,15.0,24.0,3.0012
7260,manual,few,small,1991,19.0,27.0,2.1648
7261,lock-up,few,small,1991,21.0,27.0,2.1648
7262,auto,few,small,1991,21.0,26.0,1.7876
7263,manual,few,small,1991,22.0,29.0,1.7876
7264,auto,medium,small,1991,15.0,16.0,2.952
7265,manual,medium,large,1991,15.0,21.0,4.2968
7266,manual,medium,large,1991,17.0,23.0,2.8372
7267,manual,few,large,1991,21.0,25.0,2.4764
7268,lock-up,medium,large,1991,16.0,22.0,4.2968
7269,lock-up,few,large,1991,18.0,26.0,2.4764
7270,manual,few,large,1991,17.0,22.0,2.3452
7271,lock-up,few,large,1991,17.0,21.0,2.3452
7272,lock-up,few,large,1991,18.0,21.0,2.296
7273,manual,few,large,1991,21.0,26.0,2.296
7274,lock-up,medium,large,1991,16.0,21.0,3.0012
7275,lock-up,medium,large,1991,15.0,21.0,4.0016
7276,manual,medium,large,1991,16.0,21.0,4.0016
7277,manual,medium,large,1991,17.0,23.0,3.0012
7278,manual,medium,large,1991,17.0,23.0,2.8372
7279,lock-up,few,large,1991,18.0,26.0,2.4764
7280,manual,few,large,1991,21.0,25.0,2.4764
7281,lock-up,medium,large,1991,16.0,22.0,4.2968
7282,manual,medium,large,1991,15.0,21.0,4.2968
7283,manual,few,large,1991,19.0,22.0,2.2632
7284,lock-up,few,large,1991,17.0,21.0,2.5584
7285,manual,few,large,1991,17.0,22.0,2.5584
7286,lock-up,few,large,1991,17.0,21.0,2.3452
7287,manual,few,large,1991,17.0,22.0,2.3452
7288,manual,few,large,1991,21.0,25.0,2.3944
7289,lock-up,medium,large,1991,16.0,22.0,2.9684
7290,lock-up,few,large,1991,18.0,24.0,2.3944
7291,manual,medium,large,1991,17.0,21.0,2.9684
7292,manual,medium,large,1991,15.0,20.0,4.0016
7293,lock-up,medium,large,1991,15.0,19.0,4.0016
7294,manual,few,large,1991,19.0,23.0,2.296
7295,lock-up,medium,large,1991,15.0,20.0,2.9356
7296,manual,medium,large,1991,16.0,20.0,2.9356
7297,lock-up,medium,large,1991,13.0,16.0,4.2968
7298,lock-up,few,midsize,1991,21.0,29.0,2.1976
7299,manual,few,midsize,1991,21.0,30.0,2.1976
7300,lock-up,medium,midsize,1991,18.0,25.0,3.1324
7301,lock-up,few,midsize,1991,19.0,21.0,2.0008
7302,manual,few,midsize,1991,19.0,26.0,2.0008
7303,manual,few,midsize,1991,25.0,33.0,1.8532
7304,lock-up,few,midsize,1991,22.0,30.0,1.8532
7305,lock-up,few,midsize,1991,24.0,29.0,1.4924
7306,lock-up,few,midsize,1991,18.0,24.0,2.1648
7307,manual,few,midsize,1991,19.0,25.0,2.1648
7308,manual,few,midsize,1991,26.0,32.0,1.4924
7309,lock-up,few,midsize,1991,22.0,25.0,1.5908
7310,manual,few,midsize,1991,21.0,24.0,1.5908
7311,manual,few,midsize,1991,25.0,33.0,1.8532
