,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
2755,manual,few,small,1986,19.0,24.0,2.296,30.43732452392578,6.908129692077637
18999,manual,medium,small,2005,14.0,21.0,3.6,-25.859228134155273,-0.576987624168396
4845,lock-up,medium,small,1988,15.0,22.0,4.0836,15.057025909423828,15.579176902770996
4920,lock-up,medium,large,1988,15.0,20.0,4.2968,16.96996307373047,18.8350772857666
934,lock-up,few,midsize,1985,21.0,23.0,2.0008,33.88786315917969,1.803041934967041
20420,manual,few,midsize,2006,23.0,31.0,2.4,-5.795140743255615,-28.086462020874023
3506,lock-up,medium,large,1987,13.0,16.0,5.74,0.821619987487793,33.71306610107422
1070,auto,medium,large,1985,10.0,12.0,5.7564,-0.9274008274078369,39.23016357421875
12637,auto,few,small,1998,17.0,23.0,2.0,-2.1801836490631104,-3.3720293045043945
14608,auto,few,large,2000,17.0,23.0,2.2,-5.062849998474121,-4.499723434448242
9622,lock-up,medium,large,1993,15.0,20.0,4.2968,-0.6219720840454102,12.86475658416748
2259,manual,few,large,1986,19.0,25.0,2.0008,29.828018188476562,5.542411804199219
12176,lock-up,few,small,1997,18.0,25.0,2.3944,2.3962695598602295,-5.094497203826904
17697,auto,medium,midsize,2003,14.0,19.0,4.0,-22.46405792236328,5.435945987701416
1793,auto,medium,large,1985,11.0,14.0,3.69,0.28229665756225586,37.75266647338867
11693,manual,medium,large,1996,13.0,16.0,4.9528,-11.895821571350098,25.495542526245117
22866,auto,medium,large,2008,19.0,29.0,3.5,-12.171375274658203,-26.819072723388672
12581,auto,medium,small,1998,17.0,26.0,3.8,0.9398581981658936,-7.577017307281494
4086,manual,few,small,1988,21.0,30.0,2.4764,25.672704696655273,-14.31297492980957
19954,auto,medium,midsize,2005,13.0,17.0,5.4,-28.49736785888672,14.257674217224121
20365,auto,medium,midsize,2006,18.0,26.0,3.2,-16.599716186523438,-18.089710235595703
11636,lock-up,medium,large,1996,16.0,22.0,3.0012,-1.411338210105896,7.508983135223389
23168,auto,medium,large,2008,16.0,23.0,3.8,-26.644182205200195,-13.406593322753906
18170,auto,few,small,2004,19.0,26.0,1.8,-11.536293029785156,-17.625959396362305
16074,auto,medium,small,2002,15.0,20.0,5.4,-19.600685119628906,5.614813327789307
18650,auto,few,large,2004,18.0,24.0,2.4,-16.727502822875977,-11.629877090454102
578,manual,few,midsize,1985,22.0,27.0,2.214,31.943145751953125,-3.1628143787384033
10390,manual,few,small,1994,23.0,27.0,1.5908,13.059406280517578,-12.834656715393066
21553,auto,medium,midsize,2007,17.0,25.0,4.6,-23.19295883178711,-16.66875457763672
1896,auto,few,small,1986,21.0,26.0,2.296,31.341352462768555,-1.0335701704025269
1319,auto,few,small,1985,21.0,24.0,2.214,33.31559753417969,0.9231611490249634
21729,manual,few,midsize,2007,19.0,25.0,2.3,-18.76110076904297,-20.15044403076172
6032,lock-up,few,small,1990,17.0,23.0,2.1812,15.427936553955078,8.416280746459961
18618,auto,medium,large,2004,14.0,17.0,5.3,-26.5961856842041,15.095293045043945
22140,auto,few,midsize,2007,21.0,27.0,2.4,-10.563711166381836,-24.675243377685547
10002,manual,medium,large,1994,17.0,21.0,2.9684,0.8441025018692017,10.07027816772461
17497,auto,medium,large,2003,13.0,17.0,4.6,-24.33123207092285,16.11407470703125
15309,auto,medium,midsize,2001,15.0,22.0,4.0,-12.669088363647461,0.8854423761367798
7162,auto,few,midsize,1991,16.0,19.0,2.0008,13.962154388427734,20.939748764038086
16242,manual,few,midsize,2002,19.0,29.0,1.8,-2.3275372982025146,-20.459064483642578
11499,manual,few,midsize,1996,22.0,33.0,2.0008,11.165506362915039,-24.87455940246582
21889,manual,medium,large,2007,15.0,20.0,3.0,-31.797611236572266,1.7824000120162964
18424,auto,medium,midsize,2004,17.0,24.0,3.0,-17.779489517211914,-10.413561820983887
13282,auto,medium,midsize,1998,11.0,15.0,4.6,-14.337784767150879,27.33857536315918
38,lock-up,medium,small,1985,15.0,20.0,5.0348,23.34843635559082,20.603107452392578
2007,lock-up,medium,large,1986,17.0,27.0,3.7884,25.726598739624023,5.783258438110352
15352,manual,few,midsize,2001,22.0,30.0,2.2,1.1526058912277222,-24.524797439575195
19990,auto,medium,midsize,2005,13.0,17.0,5.3,-28.27615737915039,14.393798828125
1736,manual,medium,large,1985,15.0,17.0,4.2968,3.619980812072754,32.392452239990234
2607,lock-up,few,small,1986,21.0,26.0,1.9516,31.360990524291992,-1.3614153861999512
7207,manual,few,midsize,1991,18.0,24.0,2.3124,14.324772834777832,4.043676376342773
9709,manual,few,small,1994,26.0,35.0,1.886,15.273163795471191,-24.90726661682129
18951,manual,medium,small,2005,18.0,26.0,2.5,-14.077093124389648,-17.12700080871582
23511,auto,medium,midsize,2008,17.0,23.0,3.5,-25.504371643066406,-13.348498344421387
10620,manual,few,small,1995,24.0,31.0,1.7712,11.882159233093262,-22.91010856628418
